id,customer,vehicle,kit_optional,dealership,kiosk,status,created_at,modified_at
279,197,9,2,74,200,p,2015-09-10 06:05:26.438877+00,2015-06-08 02:49:47.514453+00
280,37,9,2,128,194,c,2015-07-26 20:48:07.937199+00,2015-06-08 02:49:47.514497+00
281,170,11,3,61,154,c,2015-10-07 22:01:06.870986+00,2015-06-08 02:49:47.514541+00
282,135,2,3,117,75,a,2015-06-10 16:54:39.125495+00,2015-06-08 02:49:47.514586+00
283,20,5,1,52,256,c,2015-03-01 22:41:18.123822+00,2015-06-08 02:49:47.514630+00
284,116,7,3,31,214,c,2015-12-17 09:02:55.235653+00,2015-06-08 02:49:47.514675+00
285,158,5,1,36,132,p,2015-06-28 14:01:00.061984+00,2015-06-08 02:49:47.514719+00
286,98,11,3,134,18,c,2015-06-10 21:39:24.214917+00,2015-06-08 02:49:47.514763+00
287,9,2,1,98,95,p,2015-04-27 22:25:39.023129+00,2015-06-08 02:49:47.514808+00
288,91,4,1,136,22,a,2015-09-18 04:58:08.781644+00,2015-06-08 02:49:47.514852+00
289,23,6,2,49,21,c,2015-05-09 23:42:22.547708+00,2015-06-08 02:49:47.514897+00
290,145,4,1,127,132,c,2015-07-28 18:35:44.250118+00,2015-06-08 02:49:47.514949+00
291,120,9,3,46,105,p,2015-05-16 20:12:30.269224+00,2015-06-08 02:49:47.515028+00
292,64,9,2,127,51,c,2015-07-01 10:22:45.050421+00,2015-06-08 02:49:47.515104+00
293,55,6,1,133,223,c,2015-08-26 18:44:41.537349+00,2015-06-08 02:49:47.515179+00
294,122,5,2,134,236,c,2015-03-08 11:25:17.869920+00,2015-06-08 02:49:47.515250+00
295,10,8,1,68,208,a,2015-09-18 22:18:37.607262+00,2015-06-08 02:49:47.515324+00
296,118,4,2,19,200,c,2015-08-02 22:25:59.435748+00,2015-06-08 02:49:47.515399+00
297,35,10,1,89,52,c,2015-02-17 16:08:06.033712+00,2015-06-08 02:49:47.515474+00
298,14,9,3,105,104,p,2015-01-02 06:52:16.674856+00,2015-06-08 02:49:47.515547+00
299,104,4,3,121,276,p,2015-03-05 21:15:58.257410+00,2015-06-08 02:49:47.515629+00
300,120,8,2,72,83,a,2015-04-08 00:57:11.092589+00,2015-06-08 02:49:47.515709+00
301,111,8,3,142,229,c,2015-11-19 00:11:44.656575+00,2015-06-08 02:49:47.515786+00
302,112,6,3,28,230,p,2015-09-20 13:47:45.744802+00,2015-06-08 02:49:47.515867+00
303,3,10,1,97,159,c,2015-09-16 16:57:17.883533+00,2015-06-08 02:49:47.515949+00
304,54,1,2,32,261,c,2015-05-08 21:02:30.068659+00,2015-06-08 02:49:47.516032+00
305,182,8,3,97,80,a,2015-12-06 06:07:34.412273+00,2015-06-08 02:49:47.516116+00
306,133,6,3,81,140,a,2015-09-08 09:00:59.241975+00,2015-06-08 02:49:47.516191+00
307,36,11,2,76,245,a,2015-06-04 01:28:18.130538+00,2015-06-08 02:49:47.516264+00
308,101,11,2,85,128,c,2015-12-06 07:50:46.733429+00,2015-06-08 02:49:47.516338+00
309,63,8,2,44,114,a,2015-07-22 13:09:12.737961+00,2015-06-08 02:49:47.516439+00
310,177,9,1,93,108,p,2015-05-18 09:28:56.064453+00,2015-06-08 02:49:47.516526+00
311,53,8,3,15,205,c,2015-04-19 07:55:47.505493+00,2015-06-08 02:49:47.516610+00
312,114,6,3,1,202,p,2015-12-28 16:03:08.854752+00,2015-06-08 02:49:47.516692+00
313,39,2,1,141,67,p,2015-09-23 03:51:59.366732+00,2015-06-08 02:49:47.516774+00
314,148,9,1,24,173,p,2015-12-22 01:07:47.550077+00,2015-06-08 02:49:47.516859+00
315,51,4,1,143,12,c,2015-01-04 19:03:57.627088+00,2015-06-08 02:49:47.516944+00
316,72,9,2,100,252,a,2015-01-11 21:09:17.516192+00,2015-06-08 02:49:47.517025+00
317,51,6,1,80,51,c,2015-01-04 03:16:18.747465+00,2015-06-08 02:49:47.517110+00
318,87,11,3,143,208,a,2015-09-12 15:33:05.357809+00,2015-06-08 02:49:47.517185+00
319,116,3,1,28,167,c,2015-03-28 16:35:10.052075+00,2015-06-08 02:49:47.517257+00
320,6,1,2,35,274,c,2015-12-18 08:10:58.082073+00,2015-06-08 02:49:47.517339+00
321,89,11,1,85,237,p,2015-08-17 16:19:45.637111+00,2015-06-08 02:49:47.517419+00
322,154,10,3,116,176,a,2015-12-21 14:51:03.141551+00,2015-06-08 02:49:47.517504+00
323,187,8,1,25,3,p,2015-01-10 15:48:58.328166+00,2015-06-08 02:49:47.517588+00
324,102,8,2,126,257,p,2015-07-24 19:02:56.119216+00,2015-06-08 02:49:47.517676+00
325,175,4,2,117,104,c,2015-05-20 12:11:02.177699+00,2015-06-08 02:49:47.517754+00
326,166,11,3,81,176,a,2015-12-26 16:28:58.395419+00,2015-06-08 02:49:47.517869+00
327,125,5,2,142,61,p,2015-08-03 11:45:42.816843+00,2015-06-08 02:49:47.517955+00
328,176,5,3,114,71,c,2015-06-01 04:32:11.252700+00,2015-06-08 02:49:47.518036+00
329,43,6,1,22,81,p,2015-01-10 20:56:27.965426+00,2015-06-08 02:49:47.518117+00
330,60,3,1,141,230,a,2015-08-26 05:11:41.762906+00,2015-06-08 02:49:47.518198+00
331,118,8,3,97,253,p,2015-02-09 22:14:38.801958+00,2015-06-08 02:49:47.518277+00
332,130,8,1,127,193,a,2015-11-04 00:34:18.720505+00,2015-06-08 02:49:47.518355+00
333,183,1,2,117,35,a,2015-08-07 22:47:31.774788+00,2015-06-08 02:49:47.518433+00
334,159,5,1,114,144,p,2015-05-15 23:07:59.847587+00,2015-06-08 02:49:47.518506+00
335,115,11,2,129,223,a,2015-02-09 08:33:02.756267+00,2015-06-08 02:49:47.518589+00
336,196,9,3,43,87,p,2015-08-16 22:17:20.938413+00,2015-06-08 02:49:47.518670+00
337,155,10,3,75,210,a,2015-05-01 11:05:52.257212+00,2015-06-08 02:49:47.518749+00
338,105,6,1,105,142,p,2015-02-07 21:14:50.302193+00,2015-06-08 02:49:47.518823+00
339,37,5,1,34,66,p,2015-05-02 11:26:32.140032+00,2015-06-08 02:49:47.518884+00
340,27,1,1,57,216,c,2015-04-02 01:00:41.263091+00,2015-06-08 02:49:47.518933+00
341,113,9,1,41,202,p,2015-05-21 23:37:53.299954+00,2015-06-08 02:49:47.518978+00
342,37,4,1,36,7,p,2015-07-22 19:34:55.292920+00,2015-06-08 02:49:47.519023+00
343,122,10,2,64,230,c,2015-04-21 07:01:19.875393+00,2015-06-08 02:49:47.519066+00
344,157,6,1,6,191,c,2015-01-13 11:28:09.129364+00,2015-06-08 02:49:47.519111+00
345,134,10,2,71,17,a,2015-04-26 18:20:25.153689+00,2015-06-08 02:49:47.519155+00
346,195,9,3,143,272,p,2015-09-18 01:07:30.005912+00,2015-06-08 02:49:47.519199+00
347,112,4,1,102,122,p,2015-10-28 06:19:43.491994+00,2015-06-08 02:49:47.519244+00
348,43,1,3,46,223,c,2015-02-20 02:30:00.673879+00,2015-06-08 02:49:47.519288+00
349,170,7,3,99,70,a,2015-04-13 07:06:47.918341+00,2015-06-08 02:49:47.519334+00
350,17,11,2,21,190,p,2015-02-17 08:04:49.857787+00,2015-06-08 02:49:47.519379+00
351,35,4,3,102,130,c,2015-07-28 12:27:47.712975+00,2015-06-08 02:49:47.519424+00
352,71,11,3,3,137,p,2015-08-08 21:07:36.864656+00,2015-06-08 02:49:47.519469+00
353,131,2,1,78,136,a,2015-01-11 17:47:10.274268+00,2015-06-08 02:49:47.519513+00
354,8,9,2,48,138,a,2015-01-15 16:37:47.365523+00,2015-06-08 02:49:47.519559+00
355,169,3,2,136,230,p,2015-10-05 03:43:56.835160+00,2015-06-08 02:49:47.519603+00
356,128,2,2,97,116,c,2015-01-24 17:33:08.026731+00,2015-06-08 02:49:47.519650+00
357,155,1,2,38,131,a,2015-07-04 03:33:52.377092+00,2015-06-08 02:49:47.519697+00
358,131,9,2,51,281,a,2015-09-03 08:34:18.253707+00,2015-06-08 02:49:47.519743+00
359,71,10,1,137,137,c,2015-04-06 23:26:50.881615+00,2015-06-08 02:49:47.519789+00
360,97,6,3,62,32,c,2015-08-05 15:25:39.678883+00,2015-06-08 02:49:47.519833+00
361,153,8,3,112,213,p,2015-06-04 23:25:52.638585+00,2015-06-08 02:49:47.519879+00
362,163,4,2,2,209,c,2015-01-23 08:11:05.730393+00,2015-06-08 02:49:47.519923+00
363,1,5,2,82,189,p,2015-03-14 10:57:58.508984+00,2015-06-08 02:49:47.519968+00
364,27,7,2,139,234,c,2015-06-28 07:25:03.032931+00,2015-06-08 02:49:47.520014+00
365,165,6,2,111,101,a,2015-09-27 17:31:24.781037+00,2015-06-08 02:49:47.520061+00
366,52,8,2,100,164,a,2015-11-23 16:58:07.426758+00,2015-06-08 02:49:47.520106+00
367,96,11,3,12,224,p,2015-02-22 21:45:16.329813+00,2015-06-08 02:49:47.520152+00
368,17,4,1,139,44,a,2015-07-14 00:14:54.936772+00,2015-06-08 02:49:47.520197+00
369,190,2,1,64,120,p,2015-01-13 04:37:53.532416+00,2015-06-08 02:49:47.520240+00
370,106,9,1,11,114,c,2015-07-10 23:04:42.439224+00,2015-06-08 02:49:47.520286+00
371,14,9,1,20,31,p,2015-07-26 14:03:59.548879+00,2015-06-08 02:49:47.520330+00
372,180,5,1,86,48,c,2015-07-18 20:28:09.317425+00,2015-06-08 02:49:47.520375+00
373,76,1,2,134,109,a,2015-09-06 09:27:39.136140+00,2015-06-08 02:49:47.520447+00
374,72,11,2,21,197,p,2015-04-28 18:04:10.131704+00,2015-06-08 02:49:47.520499+00
375,104,2,3,92,159,p,2015-10-27 17:39:31.397000+00,2015-06-08 02:49:47.520544+00
376,191,2,3,84,181,a,2015-03-20 18:27:33.250488+00,2015-06-08 02:49:47.520588+00
377,78,10,2,108,137,c,2015-04-02 00:47:27.312931+00,2015-06-08 02:49:47.520631+00
378,182,7,1,25,165,a,2015-07-17 18:25:52.908320+00,2015-06-08 02:49:47.520675+00
379,115,6,3,93,220,p,2015-12-22 04:50:42.619508+00,2015-06-08 02:49:47.520719+00
380,95,4,2,81,231,c,2015-06-12 03:06:04.188005+00,2015-06-08 02:49:47.520764+00
381,83,11,3,34,277,a,2015-02-19 12:31:43.489584+00,2015-06-08 02:49:47.520808+00
382,36,1,1,134,200,c,2015-02-08 18:39:26.445143+00,2015-06-08 02:49:47.520851+00
383,23,6,1,37,226,a,2015-12-15 12:02:40.707323+00,2015-06-08 02:49:47.520896+00
384,15,3,1,70,21,a,2015-09-21 17:54:24.388835+00,2015-06-08 02:49:47.520940+00
385,100,4,1,134,205,a,2015-11-07 04:41:03.073923+00,2015-06-08 02:49:47.520986+00
386,115,9,1,130,44,c,2015-12-09 23:12:23.296668+00,2015-06-08 02:49:47.521030+00
387,156,4,3,125,209,p,2015-05-01 02:09:10.726975+00,2015-06-08 02:49:47.521076+00
388,186,3,3,118,98,a,2015-01-22 18:16:05.719105+00,2015-06-08 02:49:47.521134+00
389,28,5,3,107,149,a,2015-01-21 04:16:58.486875+00,2015-06-08 02:49:47.521192+00
390,35,5,1,83,245,p,2015-08-18 15:22:54.684149+00,2015-06-08 02:49:47.521239+00
391,193,1,3,84,276,a,2015-11-12 13:04:32.794486+00,2015-06-08 02:49:47.521286+00
392,88,5,2,67,27,c,2015-06-23 23:11:00.054049+00,2015-06-08 02:49:47.521331+00
393,28,7,2,70,147,p,2015-03-19 19:44:00.257886+00,2015-06-08 02:49:47.521377+00
394,128,1,3,100,25,p,2015-03-26 01:46:32.069146+00,2015-06-08 02:49:47.521422+00
395,193,9,2,26,6,p,2015-10-09 12:07:54.273962+00,2015-06-08 02:49:47.521468+00
396,137,5,1,17,271,p,2015-05-14 06:42:58.915859+00,2015-06-08 02:49:47.521513+00
397,139,4,3,26,242,p,2015-01-21 20:17:34.770532+00,2015-06-08 02:49:47.521570+00
398,164,4,3,19,140,c,2015-09-02 21:09:02.986166+00,2015-06-08 02:49:47.521618+00
399,87,8,1,89,210,c,2015-05-16 01:56:24.750227+00,2015-06-08 02:49:47.521662+00
400,28,8,2,55,8,a,2015-10-15 05:53:56.859684+00,2015-06-08 02:49:47.521706+00
401,65,11,2,74,269,a,2015-12-14 01:14:46.204261+00,2015-06-08 02:49:47.521750+00
402,128,5,3,108,234,a,2015-12-22 01:53:56.541317+00,2015-06-08 02:49:47.521796+00
403,142,6,3,103,173,p,2015-04-08 08:11:25.480751+00,2015-06-08 02:49:47.521840+00
404,194,10,1,15,43,p,2015-10-21 08:11:41.658827+00,2015-06-08 02:49:47.521884+00
405,88,9,1,82,154,c,2015-12-08 06:06:40.001082+00,2015-06-08 02:49:47.521930+00
406,29,1,2,12,200,c,2015-09-28 21:27:54.686940+00,2015-06-08 02:49:47.521974+00
407,81,3,1,40,141,c,2015-06-28 20:57:43.168796+00,2015-06-08 02:49:47.522021+00
408,155,5,2,11,216,a,2015-05-09 02:21:59.097606+00,2015-06-08 02:49:47.522066+00
409,154,10,2,91,112,a,2015-03-16 00:07:20.672516+00,2015-06-08 02:49:47.522110+00
410,140,1,1,30,147,a,2015-12-10 23:05:57.012111+00,2015-06-08 02:49:47.522155+00
411,56,10,3,141,226,a,2015-09-28 18:58:12.720218+00,2015-06-08 02:49:47.522200+00
412,6,1,3,100,88,c,2015-07-25 13:28:16.366129+00,2015-06-08 02:49:47.522244+00
413,179,2,2,51,184,c,2015-02-14 16:32:24.221285+00,2015-06-08 02:49:47.522288+00
414,21,5,2,47,262,a,2015-04-08 17:48:07.197186+00,2015-06-08 02:49:47.522334+00
415,156,11,2,66,202,c,2015-05-24 03:04:36.308724+00,2015-06-08 02:49:47.522378+00
416,124,10,3,136,36,a,2015-10-28 23:34:30.493986+00,2015-06-08 02:49:47.522424+00
417,1,3,1,137,199,p,2015-04-13 04:10:42.598005+00,2015-06-08 02:49:47.522468+00
418,139,5,2,7,30,p,2015-06-23 04:29:34.197585+00,2015-06-08 02:49:47.522511+00
419,62,2,2,93,14,c,2015-12-11 00:35:22.844506+00,2015-06-08 02:49:47.522555+00
420,102,8,3,38,79,c,2015-06-16 15:26:55.629429+00,2015-06-08 02:49:47.522598+00
421,63,5,1,145,102,a,2015-11-22 05:33:33.347878+00,2015-06-08 02:49:47.522642+00
422,8,3,2,53,130,a,2015-06-04 03:59:38.228665+00,2015-06-08 02:49:47.522686+00
423,56,11,1,108,244,a,2015-10-24 17:30:42.427316+00,2015-06-08 02:49:47.522730+00
424,68,1,2,107,208,a,2015-01-24 02:04:01.647554+00,2015-06-08 02:49:47.522775+00
425,75,7,3,128,76,p,2015-04-03 04:44:50.687086+00,2015-06-08 02:49:47.522821+00
426,74,2,2,38,102,c,2015-12-04 02:55:17.659928+00,2015-06-08 02:49:47.522865+00
427,44,5,2,135,106,p,2015-03-17 14:02:23.863488+00,2015-06-08 02:49:47.522909+00
428,100,11,2,82,27,a,2015-11-23 03:45:34.471539+00,2015-06-08 02:49:47.522953+00
429,69,7,2,117,87,a,2015-10-23 08:56:21.400585+00,2015-06-08 02:49:47.522998+00
430,10,6,1,145,154,p,2015-11-07 10:16:47.977207+00,2015-06-08 02:49:47.523041+00
431,6,8,1,37,127,p,2015-05-20 16:54:44.840974+00,2015-06-08 02:49:47.523085+00
432,168,1,3,80,90,c,2015-07-25 09:23:36.723516+00,2015-06-08 02:49:47.523129+00
433,4,1,3,91,17,c,2015-04-21 07:16:48.354878+00,2015-06-08 02:49:47.523174+00
434,177,1,3,11,73,a,2015-11-04 16:36:19.937025+00,2015-06-08 02:49:47.523218+00
435,153,2,3,5,175,c,2015-11-17 12:40:06.271902+00,2015-06-08 02:49:47.523263+00
436,123,11,3,76,266,p,2015-08-28 23:08:38.807523+00,2015-06-08 02:49:47.523306+00
437,79,10,2,70,194,c,2015-10-25 15:15:25.625128+00,2015-06-08 02:49:47.523349+00
438,77,8,2,125,47,c,2015-01-12 12:04:36.900283+00,2015-06-08 02:49:47.523394+00
439,117,5,2,43,166,a,2015-10-28 22:56:47.596088+00,2015-06-08 02:49:47.523439+00
440,114,8,2,92,195,c,2015-03-03 20:52:20.337646+00,2015-06-08 02:49:47.523483+00
441,69,3,2,142,270,a,2015-04-09 05:09:24.682041+00,2015-06-08 02:49:47.523527+00
442,90,8,1,76,86,p,2015-01-27 02:35:39.414814+00,2015-06-08 02:49:47.523571+00
443,21,4,1,60,25,c,2015-12-18 03:21:47.012128+00,2015-06-08 02:49:47.523615+00
444,89,3,1,65,77,a,2015-03-03 11:52:58.485435+00,2015-06-08 02:49:47.523660+00
445,54,11,1,19,120,a,2015-06-06 22:17:10.987031+00,2015-06-08 02:49:47.523703+00
446,185,2,3,61,242,p,2015-11-17 01:54:24.269593+00,2015-06-08 02:49:47.523746+00
447,169,10,3,2,98,c,2015-08-02 12:17:46.490110+00,2015-06-08 02:49:47.523791+00
448,27,7,3,31,261,a,2015-08-02 22:10:57.754085+00,2015-06-08 02:49:47.523835+00
449,55,5,3,84,282,a,2015-11-10 14:41:16.844250+00,2015-06-08 02:49:47.523879+00
450,129,7,2,116,16,p,2015-04-08 08:08:21.154995+00,2015-06-08 02:49:47.523924+00
451,93,6,1,108,12,c,2015-03-21 22:42:55.076995+00,2015-06-08 02:49:47.523968+00
452,17,3,1,15,150,a,2015-08-08 11:48:53.573262+00,2015-06-08 02:49:47.524012+00
453,124,10,2,118,125,c,2015-05-06 20:56:24.473483+00,2015-06-08 02:49:47.524057+00
454,106,6,1,86,18,p,2015-11-09 20:09:51.323773+00,2015-06-08 02:49:47.524102+00
455,169,11,1,85,191,p,2015-01-04 18:32:00.106094+00,2015-06-08 02:49:47.524146+00
456,46,6,1,128,229,a,2015-11-13 07:07:02.433484+00,2015-06-08 02:49:47.524191+00
457,120,3,1,79,86,c,2015-08-27 21:32:19.998032+00,2015-06-08 02:49:47.524236+00
458,46,9,2,40,173,p,2015-04-08 02:36:58.644541+00,2015-06-08 02:49:47.524280+00
459,181,6,2,123,7,a,2015-09-27 22:40:24.712954+00,2015-06-08 02:49:47.524325+00
460,27,5,3,144,123,a,2015-10-08 00:53:16.582906+00,2015-06-08 02:49:47.524370+00
461,78,11,3,56,44,c,2015-05-12 02:19:44.146421+00,2015-06-08 02:49:47.524451+00
462,149,8,1,73,241,a,2015-06-03 10:40:16.524972+00,2015-06-08 02:49:47.524501+00
463,145,7,1,141,246,a,2015-09-26 07:51:29.362366+00,2015-06-08 02:49:47.524546+00
464,63,5,1,80,18,p,2015-01-14 17:16:08.851058+00,2015-06-08 02:49:47.524591+00
465,102,1,1,124,246,p,2015-05-18 18:09:23.640009+00,2015-06-08 02:49:47.524635+00
466,36,8,1,27,265,a,2015-11-02 14:47:44.293939+00,2015-06-08 02:49:47.524680+00
467,29,7,2,26,150,a,2015-05-14 18:11:26.664978+00,2015-06-08 02:49:47.524724+00
468,171,6,3,38,50,a,2015-10-21 00:04:58.124270+00,2015-06-08 02:49:47.524770+00
469,129,11,1,33,151,c,2015-02-17 22:24:41.484896+00,2015-06-08 02:49:47.524813+00
470,30,3,3,135,87,p,2015-05-24 11:23:22.932513+00,2015-06-08 02:49:47.524859+00
471,38,5,2,50,102,p,2015-07-21 23:17:36.071698+00,2015-06-08 02:49:47.524902+00
472,172,10,3,38,62,p,2015-03-19 18:48:58.937398+00,2015-06-08 02:49:47.524946+00
473,14,9,3,52,80,p,2015-06-25 16:17:31.995361+00,2015-06-08 02:49:47.524991+00
474,146,8,1,127,252,c,2015-09-13 18:27:56.521085+00,2015-06-08 02:49:47.525035+00
475,116,8,2,51,28,p,2015-12-18 04:16:25.079551+00,2015-06-08 02:49:47.525080+00
476,107,1,3,62,167,a,2015-09-24 00:42:16.950149+00,2015-06-08 02:49:47.525124+00
477,14,8,3,11,121,p,2015-11-27 19:37:15.107333+00,2015-06-08 02:49:47.525169+00
478,17,11,2,112,177,a,2015-12-26 06:27:28.960142+00,2015-06-08 02:49:47.525214+00
479,185,9,3,143,69,c,2015-10-05 05:45:47.915088+00,2015-06-08 02:49:47.525258+00
480,55,3,1,64,12,a,2015-07-01 19:44:25.018483+00,2015-06-08 02:49:47.525302+00
481,102,8,1,34,223,p,2015-03-25 02:11:31.341430+00,2015-06-08 02:49:47.525345+00
482,137,7,1,47,166,p,2015-04-05 23:38:07.868089+00,2015-06-08 02:49:47.525389+00
483,121,1,2,106,241,p,2015-12-26 10:25:20.293301+00,2015-06-08 02:49:47.525435+00
484,65,11,1,114,79,c,2015-03-08 22:22:17.628711+00,2015-06-08 02:49:47.525481+00
485,58,8,2,71,63,a,2015-09-02 03:08:58.414545+00,2015-06-08 02:49:47.525526+00
486,4,11,1,56,274,p,2015-03-24 03:12:27.566050+00,2015-06-08 02:49:47.525570+00
487,9,5,1,121,151,c,2015-01-12 14:14:25.299289+00,2015-06-08 02:49:47.525616+00
488,114,2,1,109,141,c,2015-11-06 19:01:17.745107+00,2015-06-08 02:49:47.525659+00
489,181,4,1,81,57,p,2015-12-23 02:28:58.526211+00,2015-06-08 02:49:47.525704+00
490,80,2,1,121,188,c,2015-06-21 17:26:32.261389+00,2015-06-08 02:49:47.525749+00
491,128,9,2,49,19,a,2015-08-16 03:09:15.111682+00,2015-06-08 02:49:47.525794+00
492,133,1,3,107,262,p,2015-09-02 17:22:47.846512+00,2015-06-08 02:49:47.525839+00
493,99,3,3,86,218,p,2015-05-27 03:55:07.645290+00,2015-06-08 02:49:47.525885+00
494,165,8,3,36,25,p,2015-06-02 11:39:54.480087+00,2015-06-08 02:49:47.525930+00
495,29,2,3,85,8,a,2015-06-27 11:45:00.699338+00,2015-06-08 02:49:47.525976+00
496,77,5,1,132,126,a,2015-05-16 16:07:30.906677+00,2015-06-08 02:49:47.526020+00
497,139,11,1,27,41,a,2015-10-08 21:52:56.740906+00,2015-06-08 02:49:47.526064+00
498,24,2,3,68,67,p,2015-08-19 23:11:19.827123+00,2015-06-08 02:49:47.526108+00
499,75,11,2,94,1,a,2015-02-03 16:24:51.411591+00,2015-06-08 02:49:47.526153+00
500,94,4,2,10,80,a,2015-07-08 08:12:33.885668+00,2015-06-08 02:49:47.526198+00
501,87,7,1,10,134,a,2015-08-10 06:49:59.968380+00,2015-06-08 02:49:47.526242+00
502,183,2,2,41,188,a,2015-07-13 05:40:18.983131+00,2015-06-08 02:49:47.526286+00
503,142,7,3,14,172,c,2015-02-25 00:59:39.392743+00,2015-06-08 02:49:47.526330+00
504,86,7,2,140,120,c,2015-10-07 20:20:57.005406+00,2015-06-08 02:49:47.526376+00
505,11,1,2,4,278,p,2015-01-01 19:06:45.728719+00,2015-06-08 02:49:47.526420+00
506,130,1,3,47,121,a,2015-11-12 18:12:22.337539+00,2015-06-08 02:49:47.526465+00
507,116,2,3,128,231,a,2015-08-22 05:41:26.163642+00,2015-06-08 02:49:47.526510+00
508,113,7,1,82,132,c,2015-11-05 15:41:51.232031+00,2015-06-08 02:49:47.526554+00
509,198,2,3,50,65,c,2015-03-01 08:37:49.807572+00,2015-06-08 02:49:47.526598+00
510,194,9,2,86,236,a,2015-02-08 04:40:50.605073+00,2015-06-08 02:49:47.526641+00
511,77,2,2,106,90,a,2015-10-26 21:32:25.002274+00,2015-06-08 02:49:47.526687+00
512,178,4,3,37,108,p,2015-02-08 21:11:59.911844+00,2015-06-08 02:49:47.526732+00
513,97,9,2,35,64,p,2015-09-18 11:41:17.306948+00,2015-06-08 02:49:47.526777+00
514,170,2,2,24,183,a,2015-08-23 06:31:28.727229+00,2015-06-08 02:49:47.526822+00
515,186,8,3,93,45,a,2015-10-13 23:00:36.283624+00,2015-06-08 02:49:47.526867+00
516,30,8,1,49,75,a,2015-11-24 18:46:04.055734+00,2015-06-08 02:49:47.526912+00
517,170,3,2,1,22,p,2015-07-25 19:53:33.971425+00,2015-06-08 02:49:47.526956+00
518,175,7,3,91,276,c,2015-05-09 00:25:53.010436+00,2015-06-08 02:49:47.526999+00
519,190,8,2,134,134,a,2015-07-02 17:04:33.470356+00,2015-06-08 02:49:47.527045+00
520,147,2,1,139,201,p,2015-10-28 05:24:18.421067+00,2015-06-08 02:49:47.527090+00
521,173,2,2,3,227,c,2015-06-16 06:30:25.250989+00,2015-06-08 02:49:47.527133+00
522,174,10,1,30,229,c,2015-11-25 10:03:57.454062+00,2015-06-08 02:49:47.527176+00
523,15,11,2,100,168,p,2015-03-10 16:47:24.489200+00,2015-06-08 02:49:47.527220+00
524,93,10,2,103,283,a,2015-08-02 20:19:51.656865+00,2015-06-08 02:49:47.527265+00
525,18,9,1,77,35,a,2015-10-13 11:44:39.438326+00,2015-06-08 02:49:47.527310+00
526,16,4,2,83,133,c,2015-10-06 10:21:08.838114+00,2015-06-08 02:49:47.527355+00
527,67,10,1,82,85,c,2015-04-25 21:11:45.224288+00,2015-06-08 02:49:47.527399+00
528,65,4,2,112,242,a,2015-08-22 00:06:13.707060+00,2015-06-08 02:49:47.527446+00
529,20,6,1,54,202,a,2015-08-12 02:58:02.830904+00,2015-06-08 02:49:47.527492+00
530,72,8,2,9,105,a,2015-01-12 18:36:21.654011+00,2015-06-08 02:49:47.527537+00
531,122,3,1,118,159,c,2015-07-11 02:12:06.535756+00,2015-06-08 02:49:47.527582+00
532,30,6,3,143,52,c,2015-06-23 12:09:57.759774+00,2015-06-08 02:49:47.527628+00
533,127,2,3,134,245,a,2015-04-08 09:10:13.312282+00,2015-06-08 02:49:47.527675+00
534,146,9,2,19,226,c,2015-07-02 06:15:14.555437+00,2015-06-08 02:49:47.527719+00
535,162,9,3,142,97,p,2015-01-09 20:17:31.218507+00,2015-06-08 02:49:47.527764+00
536,94,7,1,128,267,c,2015-02-09 23:14:08.378549+00,2015-06-08 02:49:47.527808+00
537,136,7,2,115,6,c,2015-09-10 04:54:41.826820+00,2015-06-08 02:49:47.527852+00
538,172,4,3,105,183,p,2015-12-27 00:17:22.700870+00,2015-06-08 02:49:47.527896+00
539,186,5,2,44,95,a,2015-09-09 18:16:55.760647+00,2015-06-08 02:49:47.527940+00
540,113,8,2,13,209,c,2015-06-15 21:41:00.421186+00,2015-06-08 02:49:47.527984+00
541,34,3,2,89,92,a,2015-07-05 15:42:42.109301+00,2015-06-08 02:49:47.528028+00
542,96,9,2,58,175,a,2015-08-17 12:00:41.821185+00,2015-06-08 02:49:47.528073+00
543,154,8,2,113,174,c,2015-07-12 23:03:15.294014+00,2015-06-08 02:49:47.528118+00
544,15,1,3,39,25,a,2015-01-24 00:19:57.808343+00,2015-06-08 02:49:47.528163+00
545,129,11,3,70,272,c,2015-10-10 22:08:17.751711+00,2015-06-08 02:49:47.528209+00
546,156,2,1,102,237,a,2015-03-09 13:37:04.443517+00,2015-06-08 02:49:47.528266+00
547,170,1,1,13,10,p,2015-07-01 21:25:30.944156+00,2015-06-08 02:49:47.528342+00
548,16,9,1,15,60,p,2015-05-17 03:19:06.696703+00,2015-06-08 02:49:47.528416+00
549,109,3,1,133,167,p,2015-04-11 10:46:16.193695+00,2015-06-08 02:49:47.528471+00
550,83,9,3,127,156,p,2015-11-01 02:25:45.486217+00,2015-06-08 02:49:47.528517+00
551,177,4,3,138,171,c,2015-08-14 10:36:26.661213+00,2015-06-08 02:49:47.528561+00
552,19,11,3,78,248,a,2015-05-13 09:32:25.245184+00,2015-06-08 02:49:47.528605+00
553,89,8,2,107,13,c,2015-06-19 02:05:14.842506+00,2015-06-08 02:49:47.528650+00
554,179,1,3,138,134,a,2015-09-02 03:27:28.988867+00,2015-06-08 02:49:47.528694+00
555,90,10,1,14,68,c,2015-08-15 08:29:54.847609+00,2015-06-08 02:49:47.528738+00
556,82,5,2,9,35,p,2015-07-08 12:43:23.994989+00,2015-06-08 02:49:47.528783+00
557,16,10,2,92,91,a,2015-03-14 05:40:57.833621+00,2015-06-08 02:49:47.528827+00
